{
    OptimKey(kind='main', metric='loss', evalset='train', sampler='sgd', eta=0.025, T=10, N=10): 	 { "mean":2.5149738788604736, "stdv":0.18690642714500427, "nb_samples":2000 },
    OptimKey(kind='main', metric='loss', evalset='train', sampler='sgd', eta=0.02, T=10, N=10): 	 { "mean":2.5232093334198, "stdv":0.18868261575698853, "nb_samples":2000 },
    OptimKey(kind='main', metric='loss', evalset='train', sampler='sgd', eta=0.015, T=10, N=10): 	 { "mean":2.5315325260162354, "stdv":0.19050931930541992, "nb_samples":2000 },
    OptimKey(kind='main', metric='loss', evalset='train', sampler='sgd', eta=0.01, T=10, N=10): 	 { "mean":2.5399436950683594, "stdv":0.19238634407520236, "nb_samples":2000 },
    OptimKey(kind='main', metric='loss', evalset='train', sampler='sgd', eta=0.005, T=10, N=10): 	 { "mean":2.548442840576172, "stdv":0.19431346654891968, "nb_samples":2000 },
    OptimKey(kind='main', metric='loss', evalset='train', sampler='sde', eta=0.025, T=10, N=10): 	 { "mean":2.5150790214538574, "stdv":0.18697485327720642, "nb_samples":2000 },
    OptimKey(kind='main', metric='loss', evalset='train', sampler='sde', eta=0.02, T=10, N=10): 	 { "mean":2.5232884883880615, "stdv":0.18874317407608032, "nb_samples":2000 },
    OptimKey(kind='main', metric='loss', evalset='train', sampler='sde', eta=0.015, T=10, N=10): 	 { "mean":2.5315873622894287, "stdv":0.19055913388729037, "nb_samples":2000 },
    OptimKey(kind='main', metric='loss', evalset='train', sampler='sde', eta=0.01, T=10, N=10): 	 { "mean":2.5399770736694336, "stdv":0.19242246448993625, "nb_samples":2000 },
    OptimKey(kind='main', metric='loss', evalset='train', sampler='sde', eta=0.005, T=10, N=10): 	 { "mean":2.5484580993652344, "stdv":0.19433297216892184, "nb_samples":2000 },
    OptimKey(kind='main', metric='loss', evalset='test', sampler='sgd', eta=0.025, T=10, N=10): 	 { "mean":2.543764352798462, "stdv":0.09947413206100464, "nb_samples":2000 },
    OptimKey(kind='main', metric='loss', evalset='test', sampler='sgd', eta=0.02, T=10, N=10): 	 { "mean":2.5458567142486572, "stdv":0.0998165085911748, "nb_samples":2000 },
    OptimKey(kind='main', metric='loss', evalset='test', sampler='sgd', eta=0.015, T=10, N=10): 	 { "mean":2.548008441925049, "stdv":0.10018210858106585, "nb_samples":2000 },
    OptimKey(kind='main', metric='loss', evalset='test', sampler='sgd', eta=0.01, T=10, N=10): 	 { "mean":2.5502207279205322, "stdv":0.10057128965854534, "nb_samples":2000 },
    OptimKey(kind='main', metric='loss', evalset='test', sampler='sgd', eta=0.005, T=10, N=10): 	 { "mean":2.5524942874908447, "stdv":0.10098445415496826, "nb_samples":2000 },
    OptimKey(kind='main', metric='loss', evalset='test', sampler='sde', eta=0.025, T=10, N=10): 	 { "mean":2.5437920093536377, "stdv":0.09951892495155334, "nb_samples":2000 },
    OptimKey(kind='main', metric='loss', evalset='test', sampler='sde', eta=0.02, T=10, N=10): 	 { "mean":2.54587459564209, "stdv":0.09985231608152362, "nb_samples":2000 },
    OptimKey(kind='main', metric='loss', evalset='test', sampler='sde', eta=0.015, T=10, N=10): 	 { "mean":2.548018455505371, "stdv":0.10020885616541103, "nb_samples":2000 },
    OptimKey(kind='main', metric='loss', evalset='test', sampler='sde', eta=0.01, T=10, N=10): 	 { "mean":2.550225019454956, "stdv":0.10058899968862726, "nb_samples":2000 },
    OptimKey(kind='main', metric='loss', evalset='test', sampler='sde', eta=0.005, T=10, N=10): 	 { "mean":2.5524954795837402, "stdv":0.10099322348833056, "nb_samples":2000 },
    OptimKey(kind='main', metric='acc', evalset='train', sampler='sgd', eta=0.025, T=10, N=10): 	 { "mean":0.09809999999999999, "stdv":0.09373574558299519, "nb_samples":2000 },
    OptimKey(kind='main', metric='acc', evalset='train', sampler='sgd', eta=0.02, T=10, N=10): 	 { "mean":0.09809999999999999, "stdv":0.09373574558299519, "nb_samples":2000 },
    OptimKey(kind='main', metric='acc', evalset='train', sampler='sgd', eta=0.015, T=10, N=10): 	 { "mean":0.09805000000000001, "stdv":0.09376138597525102, "nb_samples":2000 },
    OptimKey(kind='main', metric='acc', evalset='train', sampler='sgd', eta=0.01, T=10, N=10): 	 { "mean":0.09805000000000001, "stdv":0.09376138597525102, "nb_samples":2000 },
    OptimKey(kind='main', metric='acc', evalset='train', sampler='sgd', eta=0.005, T=10, N=10): 	 { "mean":0.098, "stdv":0.09373366524360392, "nb_samples":2000 },
    OptimKey(kind='main', metric='acc', evalset='train', sampler='sde', eta=0.025, T=10, N=10): 	 { "mean":0.09809999999999999, "stdv":0.09373574558299519, "nb_samples":2000 },
    OptimKey(kind='main', metric='acc', evalset='train', sampler='sde', eta=0.02, T=10, N=10): 	 { "mean":0.09805000000000001, "stdv":0.09376138597525102, "nb_samples":2000 },
    OptimKey(kind='main', metric='acc', evalset='train', sampler='sde', eta=0.015, T=10, N=10): 	 { "mean":0.09805000000000001, "stdv":0.09376138597525102, "nb_samples":2000 },
    OptimKey(kind='main', metric='acc', evalset='train', sampler='sde', eta=0.01, T=10, N=10): 	 { "mean":0.09805000000000001, "stdv":0.09376138597525102, "nb_samples":2000 },
    OptimKey(kind='main', metric='acc', evalset='train', sampler='sde', eta=0.005, T=10, N=10): 	 { "mean":0.098, "stdv":0.09373366524360392, "nb_samples":2000 },
    OptimKey(kind='main', metric='acc', evalset='test', sampler='sgd', eta=0.025, T=10, N=10): 	 { "mean":0.10003749999999999, "stdv":0.04953848093906392, "nb_samples":2000 },
    OptimKey(kind='main', metric='acc', evalset='test', sampler='sgd', eta=0.02, T=10, N=10): 	 { "mean":0.1000625, "stdv":0.049538455706148135, "nb_samples":2000 },
    OptimKey(kind='main', metric='acc', evalset='test', sampler='sgd', eta=0.015, T=10, N=10): 	 { "mean":0.10005, "stdv":0.049529006652667684, "nb_samples":2000 },
    OptimKey(kind='main', metric='acc', evalset='test', sampler='sgd', eta=0.01, T=10, N=10): 	 { "mean":0.10005, "stdv":0.049529006652667684, "nb_samples":2000 },
    OptimKey(kind='main', metric='acc', evalset='test', sampler='sgd', eta=0.005, T=10, N=10): 	 { "mean":0.100075, "stdv":0.04951004317307752, "nb_samples":2000 },
    OptimKey(kind='main', metric='acc', evalset='test', sampler='sde', eta=0.025, T=10, N=10): 	 { "mean":0.10003749999999999, "stdv":0.04951324160010127, "nb_samples":2000 },
    OptimKey(kind='main', metric='acc', evalset='test', sampler='sde', eta=0.02, T=10, N=10): 	 { "mean":0.10007499999999998, "stdv":0.049547899804128936, "nb_samples":2000 },
    OptimKey(kind='main', metric='acc', evalset='test', sampler='sde', eta=0.015, T=10, N=10): 	 { "mean":0.10005, "stdv":0.049529006652667684, "nb_samples":2000 },
    OptimKey(kind='main', metric='acc', evalset='test', sampler='sde', eta=0.01, T=10, N=10): 	 { "mean":0.10005, "stdv":0.049529006652667684, "nb_samples":2000 },
    OptimKey(kind='main', metric='acc', evalset='test', sampler='sde', eta=0.005, T=10, N=10): 	 { "mean":0.1000625, "stdv":0.04952583763804505, "nb_samples":2000 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler=('sgd', 'sde'), eta=0.025, T=10, N=10): 	 { "mean":-0.028817828744649887, "stdv":0.21853727102279663, "nb_samples":2000 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler=('sgd', 'sde'), eta=0.02, T=10, N=10): 	 { "mean":-0.0226649958640337, "stdv":0.21947728097438812, "nb_samples":2000 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler=('sgd', 'sde'), eta=0.015, T=10, N=10): 	 { "mean":-0.016485976055264473, "stdv":0.2204531878232956, "nb_samples":2000 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler=('sgd', 'sde'), eta=0.01, T=10, N=10): 	 { "mean":-0.0102815767750144, "stdv":0.22146467864513397, "nb_samples":2000 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler=('sgd', 'sde'), eta=0.005, T=10, N=10): 	 { "mean":-0.004052630625665188, "stdv":0.22251151502132416, "nb_samples":2000 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler=('sde', 'sgd'), eta=0.025, T=10, N=10): 	 { "mean":-0.028685247525572777, "stdv":0.21857023239135742, "nb_samples":2000 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler=('sde', 'sgd'), eta=0.02, T=10, N=10): 	 { "mean":-0.022568348795175552, "stdv":0.21950779855251312, "nb_samples":2000 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler=('sde', 'sgd'), eta=0.015, T=10, N=10): 	 { "mean":-0.01642102748155594, "stdv":0.2204793095588684, "nb_samples":2000 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler=('sde', 'sgd'), eta=0.01, T=10, N=10): 	 { "mean":-0.010243658907711506, "stdv":0.22148428857326508, "nb_samples":2000 },
    OptimKey(kind='diff', metric='loss', evalset=('train', 'test'), sampler=('sde', 'sgd'), eta=0.005, T=10, N=10): 	 { "mean":-0.004036532714962959, "stdv":0.22252243757247925, "nb_samples":2000 },
