{
    OptimKey(sampler='sgd', beta=None, eta=0.025, T=1000, N=1000, evalset='test', metric='loss'): { "mean":2.2970991134643555, "stdv":0.008946631103754044, "nb_samples":50 },
    OptimKey(sampler='sgd', beta=None, eta=0.025, T=1000, N=1000, evalset='test', metric='acc'): { "mean":0.13395384615384617, "stdv":0.017043633526539526, "nb_samples":50 },
    OptimKey(sampler='sgd', beta=None, eta=0.05, T=1000, N=1000, evalset='test', metric='loss'): { "mean":2.2816734313964844, "stdv":0.012587049975991249, "nb_samples":50 },
    OptimKey(sampler='sgd', beta=None, eta=0.05, T=1000, N=1000, evalset='test', metric='acc'): { "mean":0.15326153846153845, "stdv":0.018311286007986226, "nb_samples":50 },
    OptimKey(sampler='sgd', beta=None, eta=0.07500000000000001, T=1000, N=1000, evalset='test', metric='loss'): { "mean":2.2664918899536133, "stdv":0.01863863319158554, "nb_samples":50 },
    OptimKey(sampler='sgd', beta=None, eta=0.07500000000000001, T=1000, N=1000, evalset='test', metric='acc'): { "mean":0.16167692307692305, "stdv":0.021276811835740126, "nb_samples":50 },
    OptimKey(sampler='sgd', beta=None, eta=0.1, T=1000, N=1000, evalset='test', metric='loss'): { "mean":2.2482733726501465, "stdv":0.025368304923176765, "nb_samples":50 },
    OptimKey(sampler='sgd', beta=None, eta=0.1, T=1000, N=1000, evalset='test', metric='acc'): { "mean":0.16924615384615382, "stdv":0.02271849336616322, "nb_samples":50 },
    OptimKey(sampler='sgd', beta=None, eta=0.125, T=1000, N=1000, evalset='test', metric='loss'): { "mean":2.229813575744629, "stdv":0.031349483877420425, "nb_samples":50 },
    OptimKey(sampler='sgd', beta=None, eta=0.125, T=1000, N=1000, evalset='test', metric='acc'): { "mean":0.1736, "stdv":0.02371848703477806, "nb_samples":50 },
    OptimKey(sampler='sgd', beta=None, eta=0.15, T=1000, N=1000, evalset='test', metric='loss'): { "mean":2.2138190269470215, "stdv":0.0366511270403862, "nb_samples":50 },
    OptimKey(sampler='sgd', beta=None, eta=0.15, T=1000, N=1000, evalset='test', metric='acc'): { "mean":0.17798461538461535, "stdv":0.023830709638898526, "nb_samples":50 },
    OptimKey(sampler='sgd', beta=None, eta=0.17500000000000002, T=1000, N=1000, evalset='test', metric='loss'): { "mean":2.2007486820220947, "stdv":0.04177180305123329, "nb_samples":50 },
    OptimKey(sampler='sgd', beta=None, eta=0.17500000000000002, T=1000, N=1000, evalset='test', metric='acc'): { "mean":0.18055384615384615, "stdv":0.024306251174416964, "nb_samples":50 },
    OptimKey(sampler='sgd', beta=None, eta=0.2, T=1000, N=1000, evalset='test', metric='loss'): { "mean":2.189711332321167, "stdv":0.046332888305187225, "nb_samples":50 },
    OptimKey(sampler='sgd', beta=None, eta=0.2, T=1000, N=1000, evalset='test', metric='acc'): { "mean":0.184, "stdv":0.025019282504528787, "nb_samples":50 },
    OptimKey(sampler='sgd', beta=None, eta=0.225, T=1000, N=1000, evalset='test', metric='loss'): { "mean":2.179626703262329, "stdv":0.04993116855621338, "nb_samples":50 },
    OptimKey(sampler='sgd', beta=None, eta=0.225, T=1000, N=1000, evalset='test', metric='acc'): { "mean":0.18693846153846153, "stdv":0.024917136044077245, "nb_samples":50 },
    OptimKey(sampler='sgd', beta=None, eta=0.25, T=1000, N=1000, evalset='test', metric='loss'): { "mean":2.170167922973633, "stdv":0.05277779698371887, "nb_samples":50 },
    OptimKey(sampler='sgd', beta=None, eta=0.25, T=1000, N=1000, evalset='test', metric='acc'): { "mean":0.19018461538461537, "stdv":0.02504838394910016, "nb_samples":50 },
    OptimKey(sampler=('sgd', 'sgd'), beta=(None, None), eta=(0.05, 0.025), T=(1000, 1000), N=(1000, 1000), evalset=('test', 'test'), metric=('loss', 'loss')): { "mean":-0.015425619669258595, "stdv":0.005789477843791246, "nb_samples":50 },
    OptimKey(sampler=('sgd', 'sgd'), beta=(None, None), eta=(0.07500000000000001, 0.025), T=(1000, 1000), N=(1000, 1000), evalset=('test', 'test'), metric=('loss', 'loss')): { "mean":-0.03060712292790413, "stdv":0.012746162712574005, "nb_samples":50 },
    OptimKey(sampler=('sgd', 'sgd'), beta=(None, None), eta=(0.1, 0.025), T=(1000, 1000), N=(1000, 1000), evalset=('test', 'test'), metric=('loss', 'loss')): { "mean":-0.048825789242982864, "stdv":0.020193615928292274, "nb_samples":50 },
    OptimKey(sampler=('sgd', 'sgd'), beta=(None, None), eta=(0.125, 0.025), T=(1000, 1000), N=(1000, 1000), evalset=('test', 'test'), metric=('loss', 'loss')): { "mean":-0.06728535890579224, "stdv":0.026742037385702133, "nb_samples":50 },
    OptimKey(sampler=('sgd', 'sgd'), beta=(None, None), eta=(0.15, 0.025), T=(1000, 1000), N=(1000, 1000), evalset=('test', 'test'), metric=('loss', 'loss')): { "mean":-0.08327992260456085, "stdv":0.03247355669736862, "nb_samples":50 },
    OptimKey(sampler=('sgd', 'sgd'), beta=(None, None), eta=(0.17500000000000002, 0.025), T=(1000, 1000), N=(1000, 1000), evalset=('test', 'test'), metric=('loss', 'loss')): { "mean":-0.09635025262832642, "stdv":0.037923168390989304, "nb_samples":50 },
    OptimKey(sampler=('sgd', 'sgd'), beta=(None, None), eta=(0.2, 0.025), T=(1000, 1000), N=(1000, 1000), evalset=('test', 'test'), metric=('loss', 'loss')): { "mean":-0.10738782584667206, "stdv":0.04271451756358147, "nb_samples":50 },
    OptimKey(sampler=('sgd', 'sgd'), beta=(None, None), eta=(0.225, 0.025), T=(1000, 1000), N=(1000, 1000), evalset=('test', 'test'), metric=('loss', 'loss')): { "mean":-0.1174723356962204, "stdv":0.046491023153066635, "nb_samples":50 },
    OptimKey(sampler=('sgd', 'sgd'), beta=(None, None), eta=(0.25, 0.025), T=(1000, 1000), N=(1000, 1000), evalset=('test', 'test'), metric=('loss', 'loss')): { "mean":-0.12693123519420624, "stdv":0.04949849471449852, "nb_samples":50 },
    OptimKey(sampler=('sgd', 'sgd'), beta=(None, None), eta=(0.05, 0.025), T=(1000, 1000), N=(1000, 1000), evalset=('test', 'test'), metric=('acc', 'acc')): { "mean":0.01930769230769231, "stdv":0.010853788911150367, "nb_samples":50 },
    OptimKey(sampler=('sgd', 'sgd'), beta=(None, None), eta=(0.07500000000000001, 0.025), T=(1000, 1000), N=(1000, 1000), evalset=('test', 'test'), metric=('acc', 'acc')): { "mean":0.027723076923076927, "stdv":0.0165124733201277, "nb_samples":50 },
    OptimKey(sampler=('sgd', 'sgd'), beta=(None, None), eta=(0.1, 0.025), T=(1000, 1000), N=(1000, 1000), evalset=('test', 'test'), metric=('acc', 'acc')): { "mean":0.03529230769230769, "stdv":0.018538710499445433, "nb_samples":50 },
    OptimKey(sampler=('sgd', 'sgd'), beta=(None, None), eta=(0.125, 0.025), T=(1000, 1000), N=(1000, 1000), evalset=('test', 'test'), metric=('acc', 'acc')): { "mean":0.039646153846153845, "stdv":0.01924197212149161, "nb_samples":50 },
